iter	MAPE	Quantile:alpha=0.7
286	0.5638876965	10.8429302
287	0.5634989084	10.83241494
288	0.563210963	10.82632606
289	0.5620495434	10.82109737
290	0.560106392	10.81299557
291	0.5589447336	10.80213867
292	0.5584360074	10.79537239
293	0.5577878141	10.78139252
294	0.5574657995	10.77017953
295	0.557027326	10.75877456
296	0.5567965985	10.75008639
297	0.5558624988	10.74709818
298	0.5554391707	10.73990134
299	0.5544582291	10.72553261
300	0.5542974527	10.71989544
301	0.5538117833	10.70648621
302	0.5530611664	10.69955499
303	0.5516977725	10.6934778
304	0.5513127131	10.68695496
305	0.5510690459	10.67563484
306	0.5498398298	10.66881734
307	0.5492833894	10.65937615
308	0.5489180741	10.65127206
309	0.5484340254	10.64480118
310	0.547724567	10.62846576
311	0.5469405058	10.61500588
312	0.5459073474	10.60991999
313	0.5446115011	10.60354791
314	0.5438168254	10.59540317
315	0.5419590446	10.58873499
316	0.5412528032	10.58046343
317	0.5406081731	10.5689766
318	0.5399584179	10.56262626
319	0.5395241376	10.54813932
320	0.5392805217	10.54006904
321	0.5379302918	10.53519027
322	0.5372289687	10.52489954
323	0.5362888385	10.5189281
324	0.5355966331	10.50910939
325	0.534710712	10.50323988
326	0.5343415455	10.49186935
327	0.5343278634	10.48679888
328	0.5342486541	10.48219783
329	0.5340199158	10.47393178
330	0.5323966818	10.46639
331	0.5323466979	10.4629411
332	0.5307579062	10.45497253
333	0.5303280363	10.44836261
334	0.5289121259	10.44286592
335	0.5275993395	10.43472193
336	0.52744471	10.42492661
337	0.5261901518	10.41792365
338	0.5248378631	10.41176101
339	0.5245783956	10.40430764
340	0.523943721	10.39436548
341	0.5233312214	10.38439212
342	0.5227890464	10.38072744
343	0.5225561868	10.37367514
344	0.5212154101	10.3657542
345	0.5209092341	10.35921768
346	0.5205633199	10.35349088
347	0.5196962518	10.34177363
348	0.5191233677	10.33235202
349	0.5188327032	10.32751662
350	0.5176504135	10.31997622
351	0.5173127267	10.31477828
352	0.5163471662	10.30909202
353	0.5158116859	10.30035332
354	0.5154156314	10.29670928
355	0.515152204	10.28787938
356	0.5147122919	10.27934804
357	0.5135782569	10.27177327
358	0.5132777772	10.26709585
359	0.5128462652	10.26323227
360	0.5122182844	10.25929665
361	0.5119778995	10.25583649
362	0.511489986	10.24593243
363	0.5107928491	10.24271246
364	0.5102521298	10.23319647
365	0.5098663725	10.22146042
366	0.50938948	10.21159655
367	0.5092634921	10.20636682
368	0.5089509046	10.19858902
369	0.5087941934	10.19062109
370	0.50807876	10.18525904
371	0.5072393556	10.18261666
372	0.5070342734	10.17638906
373	0.5057963685	10.17021663
374	0.5047501194	10.16349752
375	0.504436828	10.15669397
376	0.5042156162	10.15090968
377	0.5032083156	10.1467036
378	0.5025441574	10.14284401
379	0.5020661796	10.13770218
380	0.5017272602	10.12583521
381	0.5014654297	10.12110003
382	0.5012775095	10.11635324
383	0.5008613095	10.10651578
384	0.5004455946	10.10353426
385	0.5000775645	10.0934138
386	0.4994784418	10.08503103
387	0.4988709654	10.07959892
388	0.4985313758	10.06535782
389	0.498179916	10.0530505
390	0.4970597496	10.04777699
391	0.4968366385	10.04136972
392	0.49659242	10.03791406
393	0.4962729785	10.02520427
394	0.4962155585	10.01958585
395	0.4958900683	10.01439556
396	0.4951287666	10.00997023
397	0.4948850169	9.999802418
398	0.4945870935	9.993754386
399	0.4936999159	9.987788571
400	0.4935477033	9.982749906
401	0.4929866172	9.975149952
402	0.4921550962	9.971404339
403	0.4916230277	9.965594582
404	0.4910814663	9.959400109
405	0.4905993285	9.951698487
406	0.4900958632	9.941219581
407	0.4899039751	9.932193083
408	0.4896870929	9.92496663
409	0.4893758275	9.916053754
410	0.4882024723	9.906637702
411	0.488076394	9.899900442
412	0.487835171	9.893875034
413	0.4872438736	9.890469553
414	0.4868674443	9.886407209
415	0.4865603876	9.88302831
416	0.4863059775	9.877686323
417	0.485692058	9.869456431
418	0.4852592652	9.86386697
419	0.4846930978	9.855360397
420	0.4844289002	9.849570089
421	0.4842549173	9.84173825
422	0.4834842487	9.83347915
423	0.4829778582	9.827995259
424	0.4828290223	9.823763303
425	0.482392579	9.81443202
426	0.4820313147	9.804906063
427	0.4816762742	9.799853956
428	0.4814617663	9.796530525
429	0.4805291673	9.790731526
430	0.480285407	9.785730643
431	0.480037025	9.778139566
432	0.47989112	9.774087658
433	0.4793669142	9.767955711
434	0.4789421326	9.760469781
435	0.4785862556	9.75448689
436	0.4781293397	9.751018886
437	0.4775879778	9.744095572
438	0.4772666151	9.733670574
439	0.4771403316	9.729436508
440	0.4762256338	9.723484972
441	0.4758179307	9.712304915
442	0.4754925897	9.703681432
443	0.4753055459	9.695521667
444	0.4750274568	9.692494358
445	0.4745989637	9.68600812
446	0.4742540418	9.680938533
447	0.4735827715	9.678063442
448	0.473374419	9.673430988
449	0.4727440043	9.668334992
450	0.4723475812	9.662454534
451	0.4719622235	9.655816449
452	0.4717676855	9.647621548
453	0.4716345214	9.639509865
454	0.4711034339	9.631701243
455	0.4708064348	9.619384845
456	0.4706412392	9.614566956
457	0.4700913427	9.611102305
458	0.4698093416	9.609096606
459	0.4696637048	9.602845956
460	0.4691151713	9.598092504
461	0.4690087223	9.593618776
462	0.4685677044	9.584989761
463	0.4680680358	9.580866622
464	0.4674773805	9.565820385
465	0.467225238	9.55958012
466	0.4664015826	9.553871964
467	0.4661781244	9.546936768
468	0.4658647511	9.542815864
469	0.4654450456	9.53717016
470	0.4652417848	9.532442842
471	0.4647820491	9.52730566
472	0.4647255397	9.52348661
473	0.4644522484	9.520077888
474	0.4639596575	9.515460079
475	0.4636668143	9.510619825
476	0.4635475669	9.505196772
477	0.4633490068	9.499110236
478	0.4630308813	9.49733818
479	0.4627281549	9.492841734
480	0.4625693877	9.486652236
481	0.4623095475	9.478977035
482	0.4615266333	9.475411104
483	0.4612940148	9.470274147
484	0.4608260486	9.468208997
485	0.4605637909	9.460795275
486	0.4603376215	9.452564658
487	0.4598344997	9.4499425
488	0.4595525138	9.442773373
489	0.4593624781	9.437109834
490	0.4584886258	9.433098111
491	0.4582063892	9.427782779
492	0.4577142821	9.421608776
493	0.4568974745	9.419382975
494	0.456677353	9.415329869
495	0.456273825	9.411955244
496	0.4561590481	9.408515155
497	0.4559861324	9.400705192
498	0.4557489511	9.396304968
499	0.4551924192	9.391034896
500	0.4549699617	9.384283325
501	0.4547722682	9.378846293
502	0.4546944201	9.37231354
503	0.4542701139	9.368588104
504	0.4540244031	9.363162915
505	0.4538591259	9.359340773
506	0.453661948	9.354730685
507	0.4533853968	9.349221573
508	0.4530903329	9.342092981
509	0.4530099123	9.339701618
510	0.4527437151	9.335196933
511	0.4526084436	9.329976223
512	0.4524449238	9.322434183
513	0.4523176608	9.318068436
514	0.4521053601	9.315058825
515	0.4518738598	9.312089789
516	0.4516788612	9.307342649
517	0.4514281663	9.303496429
518	0.451236037	9.300111115
519	0.4510380316	9.292893493
520	0.4508540195	9.289456937
521	0.4504285234	9.285512479
522	0.4502705148	9.280089725
523	0.4500447171	9.273264731
524	0.4494803977	9.26835891
525	0.449354596	9.26042747
526	0.4492138922	9.258073202
527	0.4491173914	9.254451585
528	0.4488082813	9.253156543
529	0.4484014747	9.243997842
530	0.4478830943	9.241006438
531	0.44779365	9.237209985
532	0.4475077707	9.229979827
533	0.4473304707	9.220026083
534	0.4471110877	9.216875129
535	0.4469448003	9.210652981
536	0.4468352388	9.204117095
537	0.4462274925	9.198694239
538	0.445808392	9.190841279
539	0.4455710549	9.184707752
540	0.4453427761	9.176974166
541	0.4449960642	9.171961811
542	0.4447032093	9.168897772
543	0.4442407954	9.16653933
544	0.4439984542	9.163774721
545	0.4437882644	9.160385933
546	0.4436754319	9.157186629
547	0.4433558482	9.148752759
548	0.4432094805	9.145893426
549	0.4430811796	9.141168171
550	0.4427833713	9.136322312
551	0.4426823591	9.133407511
552	0.4425565704	9.128878829
553	0.4423291691	9.121635785
554	0.4419862897	9.117730683
555	0.4418691703	9.112370886
556	0.4415561135	9.107639172
557	0.4413132232	9.102057019
558	0.4411344955	9.099381837
559	0.4408053369	9.093122035
560	0.4403559471	9.090384805
561	0.4401917292	9.083856928
562	0.4395852338	9.07946331
563	0.4390390965	9.077223747
564	0.4388507663	9.073060049
565	0.4386073317	9.070006748
566	0.4381329957	9.063919283
567	0.4379631174	9.05755302
568	0.4376710596	9.050578635
569	0.4374255827	9.047955517
570	0.4371985217	9.037534063
571	0.4369812168	9.033146003
572	0.4365897553	9.029609106
573	0.4366163847	9.026936751
574	0.4363405012	9.024782003
575	0.4359105777	9.018760072
576	0.4356286829	9.01442169
577	0.4352524624	9.01011352
578	0.4348040665	9.005049995
579	0.4346983853	9.002093508
580	0.4344808865	8.997686922
581	0.4341165315	8.994924469
582	0.4334539366	8.992918122
583	0.4332875105	8.987319408
584	0.4331827093	8.984950019
585	0.4327422248	8.982552617
586	0.4325227453	8.978548206
587	0.4323383584	8.974162951
588	0.4321335745	8.968802197
589	0.4319817091	8.966882218
590	0.431861755	8.962147374
591	0.4315797663	8.957361159
592	0.4313307345	8.953827234
593	0.4311818259	8.950011373
594	0.4310193758	8.94528353
595	0.4308623746	8.942557694
596	0.4305170908	8.939995922
597	0.4303386098	8.936245608
598	0.4302365805	8.933558612
599	0.4301776355	8.93003535
600	0.4296173701	8.926125454
601	0.4294372218	8.922178321
602	0.4292673587	8.919189651
603	0.4287297045	8.914384844
604	0.4283439619	8.913138367
605	0.4279846397	8.907200434
606	0.4279153547	8.904309695
607	0.4277862396	8.899164347
608	0.4277481464	8.895116398
609	0.4275823203	8.888285515
610	0.4273294616	8.881010114
611	0.427159737	8.879383893
612	0.4270457322	8.876844681
613	0.4268575487	8.872567279
614	0.4265429932	8.867859811
615	0.4261208498	8.863172177
616	0.4259911983	8.857736051
617	0.4257756682	8.853703411
618	0.4255423152	8.84910013
619	0.4253550963	8.843695072
620	0.4253013122	8.840879271
621	0.425105124	8.836643546
622	0.4251085486	8.833895216
623	0.4249923206	8.830731667
624	0.4248582879	8.82461603
625	0.4245346069	8.821063553
626	0.42398901	8.818551588
627	0.4237324206	8.813104513
628	0.4236648888	8.809392823
629	0.4233851544	8.802894811
630	0.4233324361	8.799308753
631	0.4227997028	8.791556481
632	0.4226941606	8.789061445
633	0.4225988402	8.786456245
634	0.4224061234	8.780746887
635	0.4219552112	8.775933506
636	0.4218017367	8.767518052
637	0.4214702984	8.764948525
638	0.4211851978	8.761842382
639	0.4208848709	8.757964653
640	0.4206106775	8.754185823
641	0.4204913828	8.750134198
642	0.4200245476	8.747560816
643	0.419783245	8.7441678
644	0.4196515092	8.740581885
645	0.4193785159	8.738792509
646	0.4192725211	8.736309171
647	0.41910974	8.734136373
648	0.4186968877	8.72857623
649	0.4184979663	8.726271055
650	0.4183461806	8.724691188
651	0.4181838946	8.723755052
652	0.418010355	8.720770442
653	0.4178753655	8.718321408
654	0.4178008067	8.715107294
655	0.4176715482	8.711158952
656	0.4173602799	8.705210093
657	0.4170295088	8.701723692
658	0.4167612178	8.695529441
659	0.4166298014	8.690441374
660	0.4165181813	8.687540472
661	0.4164008317	8.683171912
662	0.4163129041	8.681053855
663	0.4161283369	8.672477966
664	0.4160015696	8.668202716
665	0.4158128299	8.664851483
666	0.4154207025	8.660860438
667	0.4152107365	8.654846934
668	0.4151008535	8.652633439
669	0.4149454339	8.649837199
670	0.4147334116	8.646867238
671	0.4146658934	8.640473312
672	0.4144058363	8.636884662
673	0.4142565631	8.633680186
674	0.4140502366	8.631777997
675	0.4137560168	8.628414304
676	0.413590047	8.62583589
677	0.4133104259	8.624631166
678	0.4132521657	8.621028953
679	0.4132330169	8.617529599
680	0.4131799051	8.615053096
681	0.4129802031	8.611972821
682	0.4126888179	8.607725485
683	0.4124519918	8.605457704
684	0.412241745	8.600688319
685	0.4120961699	8.592597936
686	0.4120060401	8.589275312
687	0.4119560742	8.583899821
688	0.4117267661	8.580690745
689	0.4116349032	8.57687497
690	0.4115182969	8.573181674
691	0.4113756005	8.568435076
692	0.411152633	8.565747597
693	0.4106495137	8.563890962
694	0.4104185515	8.561416977
695	0.4103512049	8.558766025
696	0.4101899776	8.557211695
697	0.4100463306	8.551922085
698	0.4097338456	8.546816149
699	0.4096518734	8.542986514
700	0.4095662491	8.540356895
701	0.4095698107	8.538713111
702	0.409343539	8.535043701
703	0.4092668201	8.531560286
704	0.4091638161	8.528975833
705	0.4091020521	8.524816979
706	0.4089004332	8.521684416
707	0.4087280819	8.516863978
708	0.4086064173	8.514227624
709	0.4085512645	8.507591964
710	0.4083442531	8.50509773
711	0.4082529231	8.501353803
712	0.4079169096	8.499394095
713	0.4076674884	8.498582301
714	0.4075356932	8.494540485
715	0.4074915338	8.490722289
716	0.4072571453	8.486897295
717	0.4066926366	8.481653063
718	0.406387362	8.478248116
719	0.4061159753	8.473325578
720	0.4060093952	8.469754296
721	0.4059208409	8.466407029
722	0.4057690745	8.46351051
723	0.4055996728	8.46161195
724	0.4055031627	8.454128517
725	0.4052929908	8.450424896
726	0.4052006305	8.447908841
727	0.4049873197	8.444982311
728	0.4049427361	8.441732465
729	0.4048733599	8.438848904
730	0.4046571031	8.433051828
731	0.4044122813	8.42622903
732	0.4043323984	8.424582304
733	0.4042435706	8.421423273
734	0.4041111313	8.416465073
735	0.4038727128	8.414236551
736	0.4036963791	8.409346001
737	0.4034600378	8.404608458
738	0.4033690089	8.401867427
739	0.4032917716	8.399219663
740	0.4030053258	8.396665835
741	0.4028082738	8.391444502
742	0.4027958524	8.386697757
743	0.4027735333	8.383030242
744	0.4024324851	8.378819514
745	0.4023564628	8.376806723
746	0.4021894912	8.371606538
747	0.402069076	8.37019525
748	0.4019408045	8.366655333
749	0.4018655447	8.364158955
750	0.4017881962	8.361942227
751	0.4017186654	8.357869299
752	0.4015996781	8.354135875
753	0.401569746	8.351383376
754	0.4015843606	8.347952199
755	0.4015087871	8.344606924
756	0.4013328598	8.341687898
757	0.4012730546	8.338964333
758	0.4012026978	8.332589344
759	0.4011183626	8.32934071
760	0.4007652266	8.328015218
761	0.4007291871	8.324550401
762	0.4006190134	8.321929581
763	0.4002527029	8.318916157
764	0.4001690054	8.315726672
765	0.3999884538	8.31400231
766	0.399922892	8.311822894
767	0.3998157723	8.308989395
768	0.3996909062	8.303873166
769	0.3995355739	8.298824915
770	0.3994817806	8.297061592
771	0.39935616	8.293241549
772	0.3993001368	8.289958033
773	0.3992453762	8.287910923
774	0.3992567019	8.285914542
775	0.3991684192	8.283229199
776	0.399085861	8.278696459
777	0.3988119081	8.27570887
778	0.3985505094	8.273180721
779	0.3984921484	8.270579799
780	0.3984509423	8.264418639
781	0.3982601678	8.261510736
782	0.3981967127	8.258562799
783	0.3978707253	8.25638229
784	0.3977096565	8.253631914
785	0.3974912906	8.251456419
786	0.397367503	8.250010467
787	0.3971934994	8.247404441
788	0.3967862447	8.243173098
789	0.396480281	8.24153995
790	0.3962704317	8.237739679
791	0.3958920091	8.236826984
792	0.3956945171	8.234628249
793	0.3954352638	8.231697512
794	0.3952998817	8.226419475
795	0.3952437221	8.223368737
796	0.3949635661	8.222400738
797	0.3948106148	8.217622801
798	0.3946735681	8.215859059
799	0.3945644565	8.21262701
