iter	MAPE	Quantile:alpha=0.7
269	0.7850819876	14.50074448
270	0.7797893388	14.4692085
271	0.7743142026	14.41726899
272	0.7694322483	14.39299449
273	0.7643105984	14.37239053
274	0.7592005853	14.35059641
275	0.7540156776	14.32647969
276	0.7489100088	14.29127086
277	0.7435811227	14.24825337
278	0.7387914094	14.22083484
279	0.7339176562	14.18416415
280	0.7291538176	14.14597463
281	0.7243830756	14.12932511
282	0.7197202603	14.09481571
283	0.7151226697	14.07342067
284	0.7105069739	14.04565656
285	0.7061880562	14.02818542
286	0.7015792965	13.98922533
287	0.6970827326	13.96775395
288	0.6926582748	13.93831042
289	0.6879933897	13.90585137
290	0.683664534	13.88297104
291	0.6792275794	13.85667599
292	0.6748707589	13.83005966
293	0.6704624725	13.7995703
294	0.6660857686	13.75719227
295	0.6619659979	13.73214165
296	0.6577874723	13.71027796
297	0.6535480608	13.68718446
298	0.6494741789	13.6620717
299	0.6454671705	13.64925537
300	0.6413934599	13.63040322
301	0.6374533047	13.59974308
302	0.633649334	13.57354126
303	0.6297004787	13.5541071
304	0.6260226118	13.5383582
305	0.6222251043	13.51113334
306	0.6185608052	13.49222884
307	0.6147202608	13.47260868
308	0.610943697	13.44794436
309	0.6072285152	13.43497798
310	0.6036537395	13.41884044
311	0.5998953726	13.39489102
312	0.5963245679	13.37687147
313	0.5926183927	13.35308574
314	0.5891148035	13.32532426
315	0.585564019	13.30639572
316	0.5820147585	13.29082267
317	0.5787638596	13.27430223
318	0.5754173407	13.25891153
319	0.5719632753	13.23970868
320	0.5686825067	13.22363859
321	0.5654604501	13.2106345
322	0.562123283	13.19706899
323	0.55880183	13.17828546
324	0.5554079353	13.15779046
325	0.5521596707	13.13047195
326	0.5489730177	13.10921575
327	0.5458003161	13.08774169
328	0.5425383717	13.06268424
329	0.5394743087	13.04591748
330	0.5365177103	13.023035
331	0.5335902846	13.00754836
332	0.530513911	12.99193055
333	0.5273964231	12.98046241
334	0.5244365518	12.96750266
335	0.521556677	12.94998162
336	0.5187413579	12.9358626
337	0.5158235369	12.91143236
338	0.5129800835	12.89617479
339	0.5100924123	12.88012618
340	0.5073528172	12.87169941
341	0.5046887654	12.85831213
342	0.502115914	12.84206331
343	0.4992598714	12.83017779
344	0.4965516412	12.81348202
345	0.4940613164	12.80450546
346	0.4913567863	12.792737
347	0.4888761014	12.77564764
348	0.4861933427	12.75582859
349	0.4836033715	12.74341791
350	0.480961764	12.71753683
351	0.478363431	12.69887014
352	0.4757312958	12.66870012
353	0.4733030777	12.65560687
354	0.470935764	12.63336113
355	0.4685411184	12.61427211
356	0.4661452243	12.59638681
357	0.4635856664	12.57872461
358	0.4611662261	12.56730126
359	0.4589306449	12.56309586
360	0.4566951897	12.55054027
361	0.4543819292	12.527443
362	0.4520342016	12.51488637
363	0.4497639387	12.50375382
364	0.447559416	12.48897929
365	0.4454470474	12.47441133
366	0.4432072656	12.45210336
367	0.4410560479	12.43812168
368	0.4389471801	12.41822286
369	0.4367426636	12.40451123
370	0.4347347166	12.38002192
371	0.4325813929	12.36025873
372	0.4305703682	12.34624966
373	0.4286025522	12.32706846
374	0.4264540055	12.31400328
375	0.4245046861	12.30431618
376	0.422571024	12.29811729
377	0.420602898	12.2827971
378	0.4186693752	12.27355857
379	0.4166374503	12.24720978
380	0.4146673359	12.22925544
381	0.4126925072	12.21965462
382	0.4108731772	12.21280959
383	0.4090222942	12.20184319
384	0.407159364	12.19039316
385	0.4052911452	12.17387601
386	0.4034797371	12.15991572
387	0.4016840266	12.14469039
388	0.3998684203	12.13085063
389	0.3981193513	12.11891287
390	0.396391825	12.10882979
391	0.3947173693	12.09753704
392	0.3929919884	12.08989681
393	0.3913496145	12.07714869
394	0.3898044104	12.06328885
395	0.3881675285	12.05449285
396	0.3864727404	12.04960966
397	0.3847867308	12.03775446
398	0.3832663826	12.02872511
399	0.3816685415	12.01158832
400	0.380124015	12.00413732
401	0.3785346697	11.99071129
402	0.3769352647	11.97772828
403	0.3755375738	11.97184063
404	0.373977407	11.95741306
405	0.3723377592	11.95259307
406	0.3708336731	11.93477249
407	0.3692681584	11.91984168
408	0.3677682668	11.89734925
409	0.3663066163	11.88863061
410	0.3648082604	11.87532649
411	0.3634407304	11.86346449
412	0.3620413861	11.84313107
413	0.360678182	11.82952573
414	0.3592249898	11.81311257
415	0.3577430569	11.80025326
416	0.3564618363	11.79276213
417	0.3550947572	11.78139835
418	0.3536663961	11.77188854
419	0.3522350798	11.76477603
420	0.3507915109	11.74825724
421	0.3494743696	11.74538144
422	0.3481684326	11.73412964
423	0.3468286669	11.72423714
424	0.3456750851	11.71731835
425	0.3444220905	11.70896134
426	0.3432328007	11.70290429
427	0.3420668773	11.69495982
428	0.3409013351	11.68734211
429	0.3396171526	11.67259799
430	0.3384642989	11.66838949
431	0.3371679069	11.65856112
432	0.3359335771	11.6563738
433	0.3347437409	11.64625555
434	0.3334584771	11.63351256
435	0.3323175096	11.62828543
436	0.3312248875	11.6210916
437	0.3300338109	11.60780621
438	0.3288304414	11.60120093
439	0.3276204957	11.59094946
440	0.326545834	11.58413023
441	0.3254864024	11.57629408
442	0.3243649432	11.5638049
443	0.3232570285	11.55518168
444	0.3222599869	11.54849707
445	0.3212739536	11.54272087
446	0.3202626992	11.529625
447	0.3193201925	11.51932619
448	0.3183591576	11.50804819
449	0.3173727097	11.50162165
450	0.3164204828	11.48874605
451	0.3155235041	11.47877545
452	0.3145019171	11.47253463
453	0.3135644963	11.46596414
454	0.31270492	11.45619061
455	0.3118135622	11.45417911
456	0.3108750153	11.44361569
457	0.3098961414	11.43012365
458	0.3088707662	11.42173668
459	0.3080225133	11.40860409
460	0.3070477821	11.40070826
461	0.3061642157	11.38910072
462	0.3052006969	11.37671182
463	0.3042840348	11.3704382
464	0.3034054798	11.365136
465	0.3025431861	11.35598827
466	0.3017158929	11.34861339
467	0.3008429359	11.33963619
468	0.3000007659	11.32871502
469	0.2991988563	11.32080841
470	0.2984221662	11.31445033
471	0.2975658382	11.30749981
472	0.2967604779	11.29833448
473	0.2960297548	11.2924123
474	0.2952056537	11.28464551
475	0.2943785712	11.27747006
476	0.2937269455	11.27210429
477	0.2928981397	11.26417266
478	0.2922005321	11.25421867
479	0.2914091897	11.24224885
480	0.2906698396	11.22952671
481	0.2899221332	11.22271863
482	0.2892110813	11.21308689
483	0.2885452716	11.21075456
484	0.2878922159	11.20240004
485	0.28715265	11.19192811
486	0.2864912362	11.18568571
487	0.2858782546	11.17740067
488	0.28512023	11.17027638
489	0.2843871399	11.16551993
490	0.2837187464	11.15555116
491	0.2830666158	11.14733478
492	0.2823674083	11.14128535
493	0.2816205736	11.13168202
494	0.2808708494	11.12141667
495	0.2803147679	11.11312641
496	0.2796514478	11.10252444
497	0.2789457058	11.09568143
498	0.278329563	11.09061135
499	0.2776482164	11.0852779
500	0.2770393756	11.08247216
501	0.2763146079	11.0736144
502	0.2756769798	11.06162029
503	0.2751290843	11.05479465
504	0.2745482483	11.05405829
505	0.2738598748	11.04634363
506	0.2731656411	11.03954275
507	0.2726029516	11.03318321
508	0.2719891755	11.02405205
509	0.2714437483	11.01934383
510	0.2707966757	11.01381141
511	0.2702140678	10.99456812
512	0.2696468619	10.98680229
513	0.2690793443	10.97825861
514	0.2684673378	10.97295226
515	0.2678391968	10.96226326
516	0.2672542614	10.95225576
517	0.2667302494	10.94959394
518	0.2661920688	10.9379254
519	0.2656399565	10.92666209
520	0.2651432326	10.91049765
521	0.264612003	10.89559327
522	0.2640610698	10.88930031
523	0.2635096571	10.88177198
524	0.2629100799	10.87052598
525	0.2624639105	10.86444459
526	0.2620215549	10.86149829
527	0.2614242758	10.8541032
528	0.2609044323	10.8481284
529	0.2603542849	10.84264799
530	0.2599000487	10.83527496
531	0.2594229007	10.82502837
532	0.2589173677	10.81300517
533	0.2583214038	10.8068083
534	0.2579004697	10.80220303
535	0.2574194436	10.78872082
536	0.2568791132	10.7830883
537	0.2564023957	10.77134732
538	0.2559389237	10.76714651
539	0.2554989445	10.76354847
540	0.2550950808	10.75914859
541	0.2546338989	10.756086
542	0.2542075795	10.75113425
543	0.2538548471	10.74476625
544	0.2534080409	10.73859447
545	0.2529388708	10.72267444
546	0.2524611601	10.71446722
547	0.2520627097	10.70797167
548	0.2516443143	10.7018369
549	0.2512763607	10.6961861
550	0.2508864933	10.6909994
551	0.2504333641	10.68671308
552	0.2500335454	10.67932614
553	0.2496915565	10.66923349
554	0.2493119573	10.66672877
555	0.248861488	10.6591245
556	0.2485193001	10.65618448
557	0.2480547481	10.64987202
558	0.247699266	10.64651186
559	0.2471829052	10.63987718
560	0.2468492455	10.63127717
561	0.2463907176	10.62057593
562	0.2460450268	10.60978393
563	0.2456359418	10.60259654
564	0.2452973477	10.59868848
565	0.2448723003	10.58076245
566	0.2444923093	10.57279524
567	0.2441116839	10.56778998
568	0.2437168659	10.56343883
569	0.2433481026	10.55708617
570	0.2428896183	10.5525854
571	0.2425744005	10.54501916
572	0.242282572	10.53491428
573	0.2420062989	10.52820764
574	0.2417145641	10.52097601
575	0.2413941916	10.51749036
576	0.2410725962	10.51120522
577	0.2407023772	10.50887969
578	0.2403822268	10.49966629
579	0.2400389606	10.49499615
580	0.2396928262	10.48679182
581	0.2393784989	10.47632285
582	0.239049136	10.47022276
583	0.2387837951	10.46323219
584	0.2384572405	10.46081947
585	0.2381633564	10.45582194
586	0.2378614359	10.44734047
587	0.2376017632	10.44519264
588	0.2372995765	10.43938873
589	0.2370379067	10.4335055
590	0.2367184408	10.42564395
591	0.2364261679	10.42025887
592	0.2361856408	10.41779959
593	0.2357940321	10.41520994
594	0.2354489098	10.40364071
595	0.2351591381	10.39842835
596	0.2349669703	10.39290319
597	0.2346196963	10.3873048
598	0.2343284796	10.38047164
599	0.2340796312	10.37611752
600	0.2337281304	10.37147762
601	0.2333513683	10.36834941
602	0.2329513042	10.36274482
603	0.2326836355	10.35969732
604	0.2324287646	10.35526914
605	0.2322017067	10.34294235
606	0.2319823338	10.33916129
607	0.2316806316	10.33020799
608	0.2314263614	10.32626668
609	0.2310980453	10.31215645
610	0.230766992	10.30861016
611	0.2305633934	10.30316557
612	0.230259553	10.2966668
613	0.2299922161	10.28951245
614	0.2296876882	10.28274256
615	0.2294925166	10.27663492
616	0.2292887061	10.271277
617	0.2290552614	10.26629411
618	0.2288078179	10.26282533
619	0.2285284455	10.2581746
620	0.228303859	10.25460429
621	0.2280921482	10.25134849
622	0.2278365475	10.24753081
623	0.2276178759	10.24494105
624	0.2273237386	10.23887422
625	0.227104474	10.23403482
626	0.226911459	10.22969583
627	0.2266790421	10.22255508
628	0.226439668	10.21924616
629	0.2261337786	10.21241137
630	0.2258654969	10.20743426
631	0.2256640699	10.20350567
632	0.2253916429	10.19671187
633	0.2251038971	10.19296936
634	0.2249378152	10.1831923
635	0.2247336325	10.17597556
636	0.2245685033	10.17143313
637	0.2243030016	10.168117
638	0.2241556727	10.16715729
639	0.2239518152	10.16381147
640	0.2237704708	10.16147275
641	0.2235407276	10.15106359
642	0.2232519536	10.14478322
643	0.2229981283	10.14278241
644	0.2227898293	10.13639831
645	0.222617226	10.12802686
646	0.2223765998	10.12345743
647	0.2221535275	10.12092483
648	0.2219938049	10.11737507
649	0.2218354961	10.107609
650	0.2216827462	10.10006502
651	0.221499856	10.09394451
652	0.221260164	10.08491324
653	0.2210346299	10.08157352
654	0.2208339441	10.07637473
655	0.2206349292	10.07297102
656	0.2204421711	10.0609892
657	0.2202931199	10.05672708
658	0.2201111481	10.04954614
659	0.2198959693	10.04730839
660	0.2197606267	10.04524523
661	0.219599343	10.03285299
662	0.2194463081	10.02800599
663	0.2193082444	10.02315811
664	0.2191579919	10.01859445
665	0.2189821717	10.00911174
666	0.2187572143	10.00665558
667	0.2185812073	10.0012105
668	0.2184349686	9.99715701
669	0.2182619634	9.994349773
670	0.2181279619	9.990162991
671	0.2179322691	9.985311751
672	0.2177364515	9.978776754
673	0.2175677809	9.975162689
674	0.2173965433	9.969986618
675	0.2172442576	9.957189792
676	0.21706534	9.950078508
677	0.2168245824	9.943853453
678	0.2166757225	9.937688517
679	0.2165448018	9.928831972
680	0.2163652278	9.925228487
681	0.2162265785	9.921605109
682	0.2160469776	9.915099589
683	0.2159006728	9.907279687
684	0.2156807388	9.902994
685	0.2155308121	9.896715369
686	0.2153856503	9.893056685
687	0.2152205975	9.891777951
688	0.2150961789	9.887270831
689	0.2149535248	9.878752649
690	0.2147947492	9.873295307
691	0.2146221897	9.867345618
692	0.2144134442	9.862146863
693	0.2143139003	9.858431942
694	0.2141874071	9.853974201
695	0.2140628875	9.845057096
696	0.2138633115	9.842287366
697	0.2136994622	9.837802836
698	0.2135301171	9.832156313
699	0.2134065335	9.826413387
700	0.2132590153	9.821028674
701	0.2130206195	9.815632542
702	0.2128429988	9.809447024
703	0.2127421365	9.807446315
704	0.2125778986	9.804863491
705	0.2124751663	9.799625458
706	0.2122878863	9.793339482
707	0.2120445644	9.786475223
708	0.2118708054	9.776614046
709	0.2117138789	9.7738303
710	0.2115563257	9.768714158
711	0.2113895515	9.765670347
712	0.2112696041	9.759521924
713	0.2110013848	9.756066049
714	0.2108596358	9.744419806
715	0.210762011	9.74267304
716	0.2106374289	9.738165382
717	0.2105067787	9.736617969
718	0.2104074402	9.730933688
719	0.2102691465	9.728159566
720	0.2101543341	9.721247292
721	0.2100534191	9.716849993
722	0.2099707895	9.708832378
723	0.2097943873	9.7053711
724	0.2097127552	9.703645308
725	0.2096187435	9.697577486
726	0.2095567073	9.693879162
727	0.2093973784	9.690019359
728	0.2091895597	9.687232116
729	0.2091138109	9.683513956
730	0.2089547899	9.682018765
731	0.2087805895	9.666665019
732	0.2086771615	9.66372938
733	0.2085346217	9.655400809
734	0.2084535993	9.650436965
735	0.2082096095	9.648089527
736	0.2081180754	9.644770491
737	0.207880598	9.641678036
738	0.2077524118	9.638270741
739	0.2076083573	9.632898844
740	0.2075060287	9.62888442
741	0.2073692517	9.62275683
742	0.2071607642	9.616231262
743	0.2070267394	9.613232856
744	0.2068785988	9.608906008
745	0.2067677358	9.597336251
746	0.2066745935	9.594337204
747	0.2065681181	9.586589098
748	0.2064559067	9.578521861
749	0.2063369723	9.574741271
750	0.2062449352	9.569554431
751	0.2061088899	9.566143122
752	0.206008067	9.558038434
753	0.2059185823	9.553660807
754	0.2058462239	9.550868023
755	0.2057100735	9.545616972
756	0.2055992267	9.540069653
757	0.2054296197	9.535615646
758	0.2053387425	9.531511598
759	0.2052275838	9.527828505
760	0.2051298984	9.518615097
761	0.2049087058	9.514447027
762	0.2048122023	9.508387055
763	0.2047337325	9.50626359
764	0.2046415759	9.502134774
765	0.2045146677	9.496080328
766	0.2044520719	9.493609484
767	0.2043720892	9.484802512
768	0.2042585965	9.476241812
769	0.2041465643	9.470731524
770	0.2040381053	9.464808957
771	0.203939082	9.456641646
772	0.203823434	9.44936425
773	0.2037336834	9.438221007
774	0.2036048409	9.427032557
775	0.2034664317	9.421003344
776	0.2033165241	9.417269581
777	0.2031959759	9.410872269
778	0.2030916207	9.409077599
779	0.2030113375	9.406974642
780	0.2028502135	9.404918657
781	0.2027544824	9.399200893
782	0.2026139402	9.396682512
783	0.2024586619	9.389692607
784	0.2023485692	9.385316673
785	0.2022631649	9.378057279
786	0.2021859788	9.375364751
787	0.2019727324	9.368332279
788	0.2019075155	9.363545626
789	0.2017772034	9.361587547
790	0.2016252514	9.354193877
791	0.2015198306	9.344482985
792	0.2014090046	9.331847557
793	0.2013379922	9.326720984
794	0.2012355552	9.322871278
795	0.2011206107	9.319223624
796	0.2010581198	9.31553281
797	0.2009656574	9.307858371
798	0.2008537282	9.303393235
799	0.2007011081	9.298199164
800	0.2005866338	9.294608945
801	0.2004576727	9.287487486
802	0.2003873291	9.282534799
803	0.2002980367	9.273771829
804	0.2002175726	9.266183707
805	0.2001513204	9.264491137
806	0.2000820202	9.260569143
807	0.1999673147	9.255463719
808	0.1998480051	9.252352426
809	0.1997171115	9.244885093
810	0.1996241408	9.240046207
811	0.1995617776	9.238132069
812	0.1994247215	9.234062127
813	0.1992208573	9.230407937
814	0.1991339844	9.228196086
815	0.1989881619	9.222979236
816	0.1988976355	9.216868549
817	0.1987714153	9.207007454
818	0.1986660697	9.201499981
819	0.198592553	9.195379855
820	0.1985403794	9.191196994
821	0.1984529461	9.18534148
822	0.1983840431	9.181039126
823	0.1982141275	9.17764514
824	0.198128337	9.173745664
825	0.1980693279	9.166992137
826	0.1978962741	9.161873876
827	0.1978279505	9.15405897
828	0.1977062086	9.152002419
829	0.1975925256	9.146910378
830	0.1974485672	9.141329218
831	0.1972548051	9.138202238
832	0.1971773152	9.135115543
833	0.1970311473	9.130251643
834	0.1969415247	9.124307395
835	0.1968650372	9.122969662
836	0.1967749079	9.1164672
837	0.1967399241	9.114807238
838	0.1966592861	9.111698842
839	0.1965735789	9.108978541
840	0.1964990003	9.106471132
841	0.1963878965	9.103086906
842	0.1962868324	9.095795503
843	0.1962259491	9.091734666
844	0.1960887096	9.089780745
845	0.1959582306	9.087083653
846	0.1958784139	9.081603221
847	0.195740931	9.07864426
848	0.1956767231	9.070869531
849	0.1956156367	9.067992939
850	0.1955465299	9.06569023
851	0.1954672607	9.054494759
852	0.1953813938	9.048765346
853	0.1952624274	9.045381797
854	0.1951971329	9.037392042
855	0.1951276498	9.032597368
856	0.1950915867	9.032690568
857	0.1949936357	9.030928168
858	0.1949321937	9.025219265
859	0.1948546376	9.015070567
860	0.1947978755	9.006459225
861	0.1946191388	9.004968905
862	0.1945410686	8.99894837
863	0.1944057785	8.992731064
864	0.1942915248	8.986168608
865	0.1942137063	8.982749106
866	0.1940794705	8.979160756
867	0.1940109363	8.974964463
868	0.1938974743	8.97121379
869	0.1937677829	8.968243472
870	0.1937174519	8.966307884
871	0.1936119003	8.954697572
872	0.19353119	8.952695554
873	0.1934774356	8.948488778
874	0.1932988876	8.945641703
875	0.1932375428	8.943512484
876	0.1931576334	8.939369434
877	0.1931011813	8.936073055
878	0.1930260955	8.933686234
879	0.1929793441	8.932549414
880	0.1929391402	8.930879157
881	0.1928733649	8.924095865
882	0.1927746171	8.913311733
883	0.1925860622	8.908514381
884	0.1924726852	8.904451493
885	0.1923124328	8.902188251
886	0.1922071544	8.896364266
887	0.1921095531	8.891829695
888	0.1920480144	8.885623115
889	0.1919872272	8.879424578
890	0.1918879924	8.872030185
891	0.1918324684	8.87091627
892	0.191778439	8.866806742
893	0.1916964873	8.864104895
894	0.1915973995	8.855496886
895	0.1914987641	8.843133664
896	0.1914300426	8.838741868
897	0.1913305069	8.833532557
898	0.1912687581	8.823622191
899	0.1911957529	8.815974764
900	0.1911057897	8.80853327
901	0.1910366478	8.802957619
902	0.1909608337	8.795701092
903	0.1908863686	8.789599711
904	0.1907846895	8.784535635
905	0.1906469487	8.781128123
906	0.1906202471	8.777611314
907	0.1905553362	8.767896079
908	0.190479999	8.764340149
909	0.1904111005	8.755183357
910	0.1903424062	8.75059936
911	0.1902975953	8.748455854
912	0.1902058419	8.742748067
913	0.1900920947	8.736838642
914	0.1899312409	8.731276139
915	0.1898653832	8.723237833
916	0.1897209673	8.718450617
917	0.1896787598	8.711614853
918	0.1896219013	8.707440938
919	0.1895060558	8.699924839
920	0.1894380247	8.693436422
921	0.1893546942	8.688107614
922	0.1892506806	8.682473953
923	0.1891459056	8.678298966
924	0.1890711845	8.671395542
925	0.1890317177	8.669570497
926	0.1889644975	8.662394301
927	0.1888875782	8.659826766
928	0.1888087405	8.657116198
929	0.1886939913	8.652919858
930	0.1886305786	8.64894026
931	0.1885835914	8.642420056
932	0.1885113586	8.638084697
933	0.1883887402	8.631648385
934	0.1882888695	8.621776314
935	0.1882017921	8.616642454
936	0.1881347778	8.612479146
937	0.1880431222	8.605760259
938	0.1878999147	8.60107476
939	0.1878612681	8.59723397
940	0.1877928947	8.590636496
941	0.1876831026	8.580272271
942	0.1875743105	8.574479838
943	0.1875258883	8.570758518
944	0.1874590649	8.56778325
945	0.1873820905	8.564416806
946	0.1872198201	8.558428711
947	0.1871478021	8.553699303
948	0.1871014177	8.547923726
949	0.1870191457	8.541647636
